"","msg_id","ts","user","type","text","reply_count","reply_users_count","ts_latest_reply","ts_thread","parent_user_id","channel"
"821",NA,"1621346337.026600","U021N5WF339","message","Hi, thanks for a brilliant course, I’m looking forward to working on my own data however I seem to have fallen at the first hurdle as I can’t get the test script to run without the error Failed to create the shared library. Has anyone had and fixed this problem? Thank you ",2,2,"1621348658.027600",NA,NA,"general"
"822",NA,"1621347149.027300","U0203L8NKE2","message","Hi, I have the same problem and do not really understand what's wrong... If you find the solution i am interested. I'm trying to find it too.",NA,NA,NA,"1621346337.026600","U021N5WF339","general"
"823",NA,"1621348658.027600","U01UQ29DG3C","message","some solutions here: <https://workshoponbay-5ln5595.slack.com/archives/C01U8NUE06T/p1621324483045100>",NA,NA,NA,"1621346337.026600","U021N5WF339","general"
"824",NA,"1621350683.028600","U021VSHD9QE","message","This was such a great workshop, thank you all so much for all your sessions, website and additional materials as well as your help during the sessions!",NA,NA,NA,NA,NA,"general"
"825",NA,"1621350727.028900","U021ZLD497F","message","Thank you so much for the workshop, it has been awesome!.",NA,NA,NA,NA,NA,"general"
"826",NA,"1621357106.030300","U01ULDNCVKP","message","All video recordinds are now on YouTube :slightly_smiling_face: <https://youtube.com/playlist?list=PL5CiXbb9zgjRTp8L4452vU2febW-ECKkL>",NA,NA,NA,NA,NA,"general"
"827",NA,"1621161957.009200","U01ULDNCVKP","message","<@U01ULDNCVKP> has renamed the channel from “questions-intro-nimble” to “questions-3-intro-nimble”",NA,NA,NA,NA,NA,"questions-3-intro-nimble"
"828",NA,"1621161965.009300","U01ULDNCVKP","message","<@U01ULDNCVKP> set the channel description: Questions for class/worksheet on ""Free the modeler in you: Introduction to Nimble"".",NA,NA,NA,NA,NA,"questions-3-intro-nimble"
"829",NA,"1621244708.027500","U021QB26LLB","message","Do you always need to provide indices for vectors? Like if x is a vector of n elements would: y &lt;- 1 + x work or does only y &lt;- 1 + x[1:n] works?",3,2,"1621250789.060700",NA,NA,"questions-3-intro-nimble"
"830",NA,"1621244818.027800","U021W7G8Y14","message","Hi Chloe et al. Is there any efficiency gain from specifying sigma (nimble) rather than tau &amp; sigma (jags &amp; nimble)?",3,2,"1621245066.029300",NA,NA,"questions-3-intro-nimble"
"831",NA,"1621244880.027900","U01ULDNCVKP","message","I don't think so. Just more comfortable I guess that having to use precision.",NA,NA,NA,"1621244818.027800","U021W7G8Y14","questions-3-intro-nimble"
"832",NA,"1621244922.028100","U021W7G8Y14","message","Thanks :slightly_smiling_face:",NA,NA,NA,"1621244818.027800","U021W7G8Y14","questions-3-intro-nimble"
"833",NA,"1621244970.028600","U021YDJ3MNZ","message","So basically Nimble is Jags on steroids! :slightly_smiling_face:",1,1,"1621248222.053300",NA,NA,"questions-3-intro-nimble"
"834",NA,"1621245066.029300","U021W7G8Y14","message","Actually, really nice to have both options available in nimble for compatibility.",NA,NA,NA,"1621244818.027800","U021W7G8Y14","questions-3-intro-nimble"
"835",NA,"1621245229.030000","U021YDJ3MNZ","message","just a note: you need to install also the package janitor to get the plot",NA,NA,NA,NA,NA,"questions-3-intro-nimble"
"836",NA,"1621245372.031000","U022FB58ZNV","message","Hi, can someone re-explain what a ""chain"" is?",2,2,"1621245510.033100",NA,NA,"questions-3-intro-nimble"
"837",NA,"1621245456.031800","U01ULDNCVKP","message","A sequence of values from your MCMC. You may run 2 or more chains from different values.",NA,NA,NA,"1621245372.031000","U022FB58ZNV","questions-3-intro-nimble"
"838",NA,"1621245510.033100","U022FB58ZNV","message","thanks",NA,NA,NA,"1621245372.031000","U022FB58ZNV","questions-3-intro-nimble"
"839",NA,"1621245530.033600","U0228RCCZ7E","message","Hi, just a quick question - I was wondering can Nimble call in functions from other R package (like raster etc.) while running a Bayesian model?",5,3,"1621314687.000400",NA,NA,"questions-3-intro-nimble"
"840",NA,"1621245545.034000","U01UQ29DG3C","message","For security, it's better to provide the indices y[1:n] &lt;- 1 + x[1:n]",NA,NA,NA,"1621244708.027500","U021QB26LLB","questions-3-intro-nimble"
"841",NA,"1621245559.034400","U021YDJ3MNZ","message","Is there anything which JAGS can do which Nimble can not [yet?} do?",3,3,"1621247085.045100",NA,NA,"questions-3-intro-nimble"
"842",NA,"1621245889.034800","U01ULDNCVKP","message","Yes. More details I think in chapter 11 of the Nimble manual <https://r-nimble.org/quick-guide-for-converting-from-jags-or-bugs-to-nimble>. We'll ask the question to <@U0203USKJRE> when he joins us.",NA,NA,NA,"1621245530.033600","U0228RCCZ7E","questions-3-intro-nimble"
"843",NA,"1621245917.035500","U0222LD8JCA","message","Did you say you have to specify everything before the model in nimble? Can you do a mix i.e. state the thin and burnin in the model?",1,1,"1621246553.040900",NA,NA,"questions-3-intro-nimble"
"844",NA,"1621245946.035700","U0228RCCZ7E","message","Thank you!",NA,NA,NA,"1621245530.033600","U0228RCCZ7E","questions-3-intro-nimble"
"845",NA,"1621246048.036000","U01UDBUETM5","message","apparently parallelization is not so easy yet :smiley:",NA,NA,NA,"1621245559.034400","U021YDJ3MNZ","questions-3-intro-nimble"
"846",NA,"1621246059.036200","U01ULDNCVKP","message","Don't think so. Like <@U01UMBR0K38> just said, parallelization is a bit trickier than jagsUI, but see <https://r-nimble.org/nimbleExamples/parallelizing_NIMBLE.html>",NA,NA,NA,"1621245559.034400","U021YDJ3MNZ","questions-3-intro-nimble"
"847",NA,"1621246059.036400","U01UQ29DG3C","message","but if the declarations in your code make the size of x and y clear, then y &lt;-  1+x could also work. Some informations here:  <https://r-nimble.org/quick-guide-for-converting-from-jags-or-bugs-to-nimble>",NA,NA,NA,"1621244708.027500","U021QB26LLB","questions-3-intro-nimble"
"848",NA,"1621246191.037300","U021YDJ3MNZ","message","Can you get WAIC with Nimble?",2,2,"1621246265.037700",NA,NA,"questions-3-intro-nimble"
"849",NA,"1621246205.037400","U01ULDNCVKP","message","Yes, more in the next lecture :slightly_smiling_face:",NA,NA,NA,"1621246191.037300","U021YDJ3MNZ","questions-3-intro-nimble"
"850",NA,"1621246265.037700","U021YDJ3MNZ","message",":money_mouth_face:",NA,NA,NA,"1621246191.037300","U021YDJ3MNZ","questions-3-intro-nimble"
"851",NA,"1621246305.038200","U01ULDNCVKP","message","I love 666 for setting the seed :smiling_imp:",NA,NA,NA,NA,NA,"questions-3-intro-nimble"
"852",NA,"1621246521.040600","U01V31ZSQ58","message","I don't know why I can't install the package MCMCvis ?",5,2,"1621265237.065900",NA,NA,"questions-3-intro-nimble"
"853",NA,"1621246532.040800","U021ZJQ81EG","message","nimbleMCMC() with setSeed aregument has Rhat==NaN in MCMCvis::MCMCsummary",2,2,"1621247188.045500",NA,NA,"questions-3-intro-nimble"
"854",NA,"1621246553.040900","U021YDJ3MNZ","message","You can specify these value n.iter =5000
n.burnin = 1000
n.chains = 2
n.thin = 1 directly in the nimbleMCMC function, I reckon",NA,NA,NA,"1621245917.035500","U0222LD8JCA","questions-3-intro-nimble"
"855",NA,"1621246596.042100","U021VKN37C4","message","I dont get the same initial values when setting set.seed, why?",6,2,"1621254520.063400",NA,NA,"questions-3-intro-nimble"
"856",NA,"1621246626.042800","U022EA0060H","message","I get the same",NA,NA,NA,"1621246532.040800","U021ZJQ81EG","questions-3-intro-nimble"
"857",NA,"1621246639.043400","U01UMBR0K38","message","You neet to setSeed(mySeed) each time before running the initial value function.",NA,NA,NA,"1621246596.042100","U021VKN37C4","questions-3-intro-nimble"
"858",NA,"1621246643.043600","U01ULDNCVKP","message","Can you tell us what pb you get specifically?",NA,NA,NA,"1621246521.040600","U01V31ZSQ58","questions-3-intro-nimble"
"859",NA,"1621246710.043900","U01UMBR0K38","message","&gt; setSeed(mySeed)
 &gt; initial.values()

 &gt; setSeed(mySeed)
 &gt; initial.values()

should give you twice the same number.",NA,NA,NA,"1621246596.042100","U021VKN37C4","questions-3-intro-nimble"
"860",NA,"1621246724.044200","U021VKN37C4","message","Thanks <@U01UMBR0K38> but I thought that once that you have set the seed would be enough",NA,NA,NA,"1621246596.042100","U021VKN37C4","questions-3-intro-nimble"
"861",NA,"1621246741.044400","U01V31ZSQ58","message","R say ERROR: configuration failed for package ‘V8’ and 'rstan'. I'm tried to install these two packages but it didn't work.",NA,NA,NA,"1621246521.040600","U01V31ZSQ58","questions-3-intro-nimble"
"862",NA,"1621246875.044700","U01UMBR0K38","message","The seed we set is just the starting seed. It sets the hidden seeds for all subsequent random draws. So if you set the seed, then do initial.values() twice, you will get two different numbers. This is important, because you still want different initial values for your different chains.",NA,NA,NA,"1621246596.042100","U021VKN37C4","questions-3-intro-nimble"
"863",NA,"1621246915.044900","U01UMBR0K38","message","Setting the seed makes sure that next time you run your code from the start, you will get the same numbers again.  Does that make sense?",NA,NA,NA,"1621246596.042100","U021VKN37C4","questions-3-intro-nimble"
"864",NA,"1621247085.045100","U01UMBR0K38","message","Interpreting empty indices is the only thing that comes to mind.
Additionally, an important thing to be aware of is that nimble sometimes needs more memory to run than JAGS (especially for large models). More on this in lecture 8 :wink:",NA,NA,NA,"1621245559.034400","U021YDJ3MNZ","questions-3-intro-nimble"
"865",NA,"1621247188.045500","U021ZJQ81EG","message","is it a bug?
it can be worked around with setting seed and running nimbleMCMC continuously:
set.seet(mySeed); mcmc.output &lt;- nimbleMCMC(without setSeed)",NA,NA,NA,"1621246532.040800","U021ZJQ81EG","questions-3-intro-nimble"
"866",NA,"1621247278.046200","U021YDJ3MNZ","message","What does Nimble do better than Stan? What's your sales pitch? :wink:",13,7,"1621262412.065400",NA,NA,"questions-3-intro-nimble"
"867",NA,"1621247360.047000","U022SQVS6GY","message","I get the following error while trying to plot the histogram:",NA,NA,NA,NA,NA,"questions-3-intro-nimble"
"868",NA,"1621247385.047500","U022FSB1MBK","message","When I run the nimbleMCMC, I have an error message regarding my time zone. Do you know why ?",12,3,"1621265267.066100",NA,NA,"questions-3-intro-nimble"
"869",NA,"1621247389.047600","U01UMBR0K38","message","Good one. Ping <@U0203USKJRE>!

(For a long time, there was a persistent rumour that stan struggles with latent state models. But I learned lately that this is not actually the case. So I'm interested in Perry's thoughts on this one too!)",NA,NA,NA,"1621247278.046200","U021YDJ3MNZ","questions-3-intro-nimble"
"870",NA,"1621247394.047900","U022SQVS6GY","message","&gt; library(janitor)
&gt;
&gt; mcmc.output %&gt;%
+   as_tibble() %&gt;%
+   janitor::clean_names() %&gt;%
+   ggplot() +
+   geom_histogram(aes(x = chain1[,""phi""]), color = ""white"") +
+   labs(x = ""survival probability"")
Error in as_tibble(.) : could not find function ""as_tibble""",2,2,"1621247433.048200",NA,NA,"questions-3-intro-nimble"
"871",NA,"1621247430.048000","U01UMBR0K38","message","Hi <@U022SQVS6GY>. Fancy meeting you again! Anyways, try library(tidyverse) first.",NA,NA,NA,"1621247394.047900","U022SQVS6GY","questions-3-intro-nimble"
"872",NA,"1621247433.048200","U021YDJ3MNZ","message","you need to have also library(tidyverse)",NA,NA,NA,"1621247394.047900","U022SQVS6GY","questions-3-intro-nimble"
"873",NA,"1621247469.048700","U022SQVS6GY","message","&gt; library(MCMCvis)
Warning message:
package ‘MCMCvis’ was built under R version 4.0.5
&gt; library(ggplot2)
Want to understand how all the pieces fit together? Read R for Data
Science: <https://r4ds.had.co.nz/>
&gt; library(tidyverse)
Error: package or namespace load failed for ‘tidyverse’ in loadNamespace(j &lt;- i[[1L]], c(lib.loc, .libPaths()), versionCheck = vI[[j]]):
 namespace ‘pillar’ 1.5.1 is already loaded, but &gt;= 1.6.0 is required
In addition: Warning message:
package ‘tidyverse’ was built under R version 4.0.5
&gt; library(janitor)

Attaching package: ‘janitor’

The following objects are masked from ‘package:stats’:

    chisq.test, fisher.test

Warning message:
package ‘janitor’ was built under R version 4.0.5
&gt; library(pillar)",3,2,"1621248294.053800",NA,NA,"questions-3-intro-nimble"
"874",NA,"1621247554.049900","U021YDJ3MNZ","message","you may need to update the R version on your machine",NA,NA,NA,"1621247469.048700","U022SQVS6GY","questions-3-intro-nimble"
"875",NA,"1621247593.050500","U01UMBR0K38","message","Sales pitch? Cooler logo? :stuck_out_tongue:",NA,NA,NA,"1621247278.046200","U021YDJ3MNZ","questions-3-intro-nimble"
"876",NA,"1621247657.051000","U021YDJ3MNZ","message","and update also the tidyverse package",NA,NA,NA,"1621247469.048700","U022SQVS6GY","questions-3-intro-nimble"
"877",NA,"1621247728.051200","U01UMBR0K38","message","Hi <@U022FSB1MBK>, that is rather odd. What does the error message say? I doubt this is a nimble problem, it's probably ""deeper down""...",NA,NA,NA,"1621247385.047500","U022FSB1MBK","questions-3-intro-nimble"
"878",NA,"1621247728.051400","U021YDJ3MNZ","message","I am sold with the logo!",NA,NA,NA,"1621247278.046200","U021YDJ3MNZ","questions-3-intro-nimble"
"879",NA,"1621247816.051800","U022FSB1MBK","message","Yes, I guess... I'll look for it. Thank you",NA,NA,NA,"1621247385.047500","U022FSB1MBK","questions-3-intro-nimble"
"880",NA,"1621247819.052000","U01UMBR0K38","message","Jokes aside, let's see what Perry thinks about this!",NA,NA,NA,"1621247278.046200","U021YDJ3MNZ","questions-3-intro-nimble"
"881",NA,"1621248111.052500","U022SQVS6GY","message","&gt;
&gt; library(MCMCvis)
&gt; library(tidyverse)
Error: package or namespace load failed for ‘tidyverse’ in loadNamespace(j &lt;- i[[1L]], c(lib.loc, .libPaths()), versionCheck = vI[[j]]):
 namespace ‘pillar’ 1.5.1 is already loaded, but &gt;= 1.6.0 is required
&gt; mcmc.output %&gt;%
+   as_tibble() %&gt;%
+   janitor::clean_names() %&gt;%
+   ggplot() +
+   geom_histogram(aes(x = chain1[,""phi""]), color = ""white"") +
+   labs(x = ""survival probability"")
Error in mcmc.output %&gt;% as_tibble() %&gt;% janitor::clean_names() %&gt;% ggplot() :
  could not find function ""%&gt;%""",3,2,"1621248417.054800",NA,NA,"questions-3-intro-nimble"
"882",NA,"1621248187.052900","U021W7G8Y14","message","I would be keen to hear Perry's thoughts too. I understand that stan cannot estimate latent _integers_ (if that's the right terminology)?",NA,NA,NA,"1621247278.046200","U021YDJ3MNZ","questions-3-intro-nimble"
"883",NA,"1621248222.053300","U022RRJ8KLY","message","Love it! I think that's gonna be my argument as to why favor nimble over JAGS :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:",NA,NA,NA,"1621244970.028600","U021YDJ3MNZ","questions-3-intro-nimble"
"884",NA,"1621248294.053800","U022SQVS6GY","message","thanks! somehow, loading dplyr helped!",NA,NA,NA,"1621247469.048700","U022SQVS6GY","questions-3-intro-nimble"
"885",NA,"1621248294.054000","U0228RFP1V2","message","Maybe quit R or Rstudio and re-install the tidyverse package to have a clean install.",NA,NA,NA,"1621248111.052500","U022SQVS6GY","questions-3-intro-nimble"
"886",NA,"1621248305.054200","U01UMBR0K38","message","Let us know if you cannot find the problem. We're happy to help look :slightly_smiling_face:",NA,NA,NA,"1621247385.047500","U022FSB1MBK","questions-3-intro-nimble"
"887",NA,"1621248393.054500","U01UMBR0K38","message","It looks like you also need to update/re-install the ""pillar"" packages. At the moment, your tidyverse does not load because ""pillar"" is out of date.",NA,NA,NA,"1621248111.052500","U022SQVS6GY","questions-3-intro-nimble"
"888",NA,"1621248417.054800","U01UMBR0K38","message","Then do as <@U0228RFP1V2> suggests and restart R(studio). Hopefully that will fix it.",NA,NA,NA,"1621248111.052500","U022SQVS6GY","questions-3-intro-nimble"
"889",NA,"1621248464.055800","U022FSB1MBK","message","I set the TZ. however now I have another weird error message :
""Error: Failed to create the shared library.""",NA,NA,NA,"1621247385.047500","U022FSB1MBK","questions-3-intro-nimble"
"890",NA,"1621248482.056100","U022FSB1MBK","message","I am trying to understand why but not quite here yet",NA,NA,NA,"1621247385.047500","U022FSB1MBK","questions-3-intro-nimble"
"891",NA,"1621248606.056800","U022FSB1MBK","message","every packages that I tried to install fails so I might have a problem with R itself.",NA,NA,NA,"1621247385.047500","U022FSB1MBK","questions-3-intro-nimble"
"892",NA,"1621248623.057000","U0228RFP1V2","message","Me too :slightly_smiling_face: <@U021W7G8Y14> yes, you cannot define a parameter as an integer in Stan.",NA,NA,NA,"1621247278.046200","U021YDJ3MNZ","questions-3-intro-nimble"
"893",NA,"1621248634.057300","U01UNUU4Y14","message","Just by chance my distribution has this bimodal peak! Re-running is fast and fixes this. However, if I had a model that takes a while to run.... can I keep these results? Would that be considered okay?",6,5,"1621253117.062700",NA,NA,"questions-3-intro-nimble"
"894",NA,"1621248703.057400","U01UMBR0K38","message","Yes, sounds like the path to your R library may be set wrongly. The ""shared library error"" we encountered earlier too. Maybe <@U01ULDNCVKP> can help when he is back from lunch!",NA,NA,NA,"1621247385.047500","U022FSB1MBK","questions-3-intro-nimble"
"895",NA,"1621248731.057600","U022FSB1MBK","message","ok thank you",NA,NA,NA,"1621247385.047500","U022FSB1MBK","questions-3-intro-nimble"
"896",NA,"1621248769.057800","U021W7G8Y14","message","Thanks <@U0228RFP1V2>. Nice to see you here - I hope you're well. I think your statement about an integer _parameter_ is more general and better than mine. Thanks again.",NA,NA,NA,"1621247278.046200","U021YDJ3MNZ","questions-3-intro-nimble"
"897",NA,"1621248808.058000","U01UMBR0K38","message","This is no problem at all. Remember there are only 5000 iterations here. If you wanted to publish this, you'd probably run for a bit longer, and also with a 3rd or maybe 4th chain. Also, I would not call this ""bimodal"". It's just a bit ""wiggly"".",NA,NA,NA,"1621248634.057300","U01UNUU4Y14","questions-3-intro-nimble"
"898",NA,"1621249250.058500","U01ULDNCVKP","message","It's just the defaults of the kernel density estimate (the continuous histogram) that make your dataviz a bit wiggly, no problem here.",NA,NA,NA,"1621248634.057300","U01UNUU4Y14","questions-3-intro-nimble"
"899",NA,"1621249419.059000","U01UNUU4Y14","message","Great, thanks!",NA,NA,NA,"1621248634.057300","U01UNUU4Y14","questions-3-intro-nimble"
"900",NA,"1621249439.059200","U01ULDNCVKP","message","Turn off your computer and start from scratch. That's my fix for these weird issues.  Let us know if it works better.",NA,NA,NA,"1621247385.047500","U022FSB1MBK","questions-3-intro-nimble"
"901",NA,"1621249507.059500","U022FSB1MBK","message","ok. I'll try that :slightly_smiling_face:",NA,NA,NA,"1621247385.047500","U022FSB1MBK","questions-3-intro-nimble"
"902",NA,"1621249508.059700","U01ULDNCVKP","message","What about when you try:
```install.packages('devtools')
devtools::install_github('caseyyoungflesh/MCMCvis', build_vignettes = TR
UE)```
",NA,NA,NA,"1621246521.040600","U01V31ZSQ58","questions-3-intro-nimble"
"903",NA,"1621249687.060000","U01ULDNCVKP","message","I think you need to marginalize over the latent states in Stan to deal with HMMs. In Nimble (and nimbleEcology) you can do both, the joint likelihood of parameters and latent states, or the marginalization, more in lectures 4 and 8.",NA,NA,NA,"1621247278.046200","U021YDJ3MNZ","questions-3-intro-nimble"
"904",NA,"1621249865.060300","U022FSB1MBK","message","It did not work ...",NA,NA,NA,"1621247385.047500","U022FSB1MBK","questions-3-intro-nimble"
"905",NA,"1621250789.060700","U021QB26LLB","message","Awesome, thx!",NA,NA,NA,"1621244708.027500","U021QB26LLB","questions-3-intro-nimble"
"906",NA,"1621250964.060900","U021QB26LLB","message","Don't know Nimble that much but indeed a big advantage of JAGS/Nimble over Stan is the possibility of estimating discrete stochastic parameters (states in HMM ...). It does seems that with some more maths one can also get at it with Stan: <https://mbjoseph.github.io/posts/2020-04-28-a-step-by-step-guide-to-marginalizing-over-discrete-parameters-for-ecologists-using-stan/>",NA,NA,NA,"1621247278.046200","U021YDJ3MNZ","questions-3-intro-nimble"
"907",NA,"1621251340.061300","U01V31ZSQ58","message","because the systeme of my computer is ubuntu so  i need to install a system dependencie. It worked now. Thanks!",NA,NA,NA,"1621246521.040600","U01V31ZSQ58","questions-3-intro-nimble"
"908",NA,"1621252357.061800","U022F8ZNV41","message","Can I use ""wiggly"" in a publication? :smile:",NA,NA,NA,"1621248634.057300","U01UNUU4Y14","questions-3-intro-nimble"
"909",NA,"1621253058.062400","U021MSHLUT1","message","surprisingly yes :wink: used in Methods Eco Evo",NA,NA,NA,"1621248634.057300","U01UNUU4Y14","questions-3-intro-nimble"
"910",NA,"1621253117.062700","U01UMBR0K38","message","I encourage more ""diversity"" in language use in papers! My answer is ""yes"", as long as you don't use passive voice with it :stuck_out_tongue:",NA,NA,NA,"1621248634.057300","U01UNUU4Y14","questions-3-intro-nimble"
"911",NA,"1621254520.063400","U021VKN37C4","message","Yes, thanks!",NA,NA,NA,"1621246596.042100","U021VKN37C4","questions-3-intro-nimble"
"912",NA,"1621255027.063600","U0203USKJRE","message","Yes.",NA,NA,NA,"1621245530.033600","U0228RCCZ7E","questions-3-intro-nimble"
"913",NA,"1621255049.063800","U0203USKJRE","message","You can use `nimbleRcall` to call R code and `nimbleExternalCall` to call external compiled code such as your own C code.",NA,NA,NA,"1621245530.033600","U0228RCCZ7E","questions-3-intro-nimble"
"914",NA,"1621257022.064100","U0203USKJRE","message","Here are some comments in relation to Stan
• Hamiltonian Monte Carlo (Stan's method) is not universally always most efficient.  It mixes well at high computational cost.  Sometimes we see methods that mix less well but iterate much faster because of lower computational cost, ending up to be more efficient.  It is problem-specific.
• Yes, handling discrete latent states is not possible Stan, as I understand it.  One needs to write out the marginal probabilities.
• nimble is not just an MCMC engine.  It is a hierarchical modeling programming system.  We've seen and/or built methods like Monte Carlo Expectation Maximization (max. likelihood integrating over latent states), particle filtering, and Particle MCMC (particle filter + MCMC).
• Within MCMC, nimble enables methods like reversible jump (for variable selection) and Bayesian non-parametric distributions, both of which rely on discrete latent states.
• We are building support for automatic differentiation and hence HMC, Laplace approximation, and other methods that need derivatives to be efficient.
• That's a quick early-morning (in California) reply! 
",NA,NA,NA,"1621247278.046200","U021YDJ3MNZ","questions-3-intro-nimble"
"915",NA,"1621258394.064700","U021W7G8Y14","message","Thank you <@U0203USKJRE>. It is a convincing list. I expect to use nimble in place of / alongside jags in the future. I still code in stan because I like the idea of using HMC for ""simple"" hierarchical regression-like models. Do you have an estimated date for HMC in nimble?",NA,NA,NA,"1621247278.046200","U021YDJ3MNZ","questions-3-intro-nimble"
"916",NA,"1621258598.065000","U0203USKJRE","message","That's hard to predict.  A lot is working but there are many details in developing such a system.",NA,NA,NA,"1621247278.046200","U021YDJ3MNZ","questions-3-intro-nimble"
"917",NA,"1621262412.065400","U0203USKJRE","message","I should be a little less vague.  I really hope we release this in the next year.  I hope we release some beta version earlier.",NA,NA,NA,"1621247278.046200","U021YDJ3MNZ","questions-3-intro-nimble"
"918",NA,"1621265237.065900","U01ULDNCVKP","message","Good to know!",NA,NA,NA,"1621246521.040600","U01V31ZSQ58","questions-3-intro-nimble"
"919",NA,"1621265267.066100","U01ULDNCVKP","message","Dunno about that one. I guess you've googled it? Ping <@U0203USKJRE> in case he's seen this issue before.",NA,NA,NA,"1621247385.047500","U022FSB1MBK","questions-3-intro-nimble"
"920",NA,"1621283565.074100","U022H6VT3K3","message","Hi all...I'm curious what I should expect in terms of the time it takes to define a model when using Nimble if I have a large data set and complex model?  I have a working model tested with simulated data and have followed your intro to nimble video  using real data and model, data, constants, etc. set up.  I did not attempt parallelization...I have a capture history matrix with about 3400 rows and 140 occasions and a multistate model with 5 states and 4 obs types...RStudio has continued with ""defining model...."" for a couple of hours now??  My computer memory is definitely ramped up so I feel like things are happening, but not really sure if this is normal?  Thanks for any insight!",9,3,"1621360922.006400",NA,NA,"questions-3-intro-nimble"
"921",NA,"1621283766.074200","U0203USKJRE","message","Yes it can be a problem for large models.  There are some ways to reduce the number of nodes (model declarations) that need to be managed.  A first step is to not use `nimleMCMC` and start with `nimbleModel` and use `calculate=FALSE`.",NA,NA,NA,"1621283565.074100","U022H6VT3K3","questions-3-intro-nimble"
"922",NA,"1621285771.074400","U022H6VT3K3","message","Okay, I will try that.  Thank you!",NA,NA,NA,"1621283565.074100","U022H6VT3K3","questions-3-intro-nimble"
"923",NA,"1621314687.000400","U0228RCCZ7E","message","Sounds great! Thanks for the reply!",NA,NA,NA,"1621245530.033600","U0228RCCZ7E","questions-3-intro-nimble"
"924",NA,"1621315179.000600","U022H6VT3K3","message","Hmmm...made those changes and let it run even longer this time, and still same issue.",NA,NA,NA,"1621283565.074100","U022H6VT3K3","questions-3-intro-nimble"
"925",NA,"1621318565.000800","U01ULDNCVKP","message","I suspect the large dataset makes it difficult to fit your rather complex multistate model. Marginalization may help, as well as grouping individuals with the same encounter history. We will go through such an example in lecture 8. If you're too eager to try on your own, check out the section 'Marginalization and weighted likelihood with nimbleEcology' in <https://oliviergimenez.github.io/bayesian-cr-workshop/worksheets/7_demo.html>",NA,NA,NA,"1621283565.074100","U022H6VT3K3","questions-3-intro-nimble"
"926",NA,"1621357659.005500","U022H6VT3K3","message","Thank you so much!  The pooled matrix now is reduced to just over 300 rows now.  I followed along with the demo and then received the following error message:  defining model...
Registering the following user-provided distributions: dHMMweighted
Error in FUN(X[[i]], ...) :
  prepareDistributionInfo: types/dimensions of parameters are not the same in density and simulation functions: 'dHMMweighted' and 'rHMMweighted'.
In addition: Warning message:
In FUN(X[[i]], ...) :
  checkDistributionFunctions: parameter arguments not the same amongst density and simulation functions for dHMMweighted. Continuing anyway based on arguments to the density function; algorithms using the simulation function are unlikely to function properly.
Timing stopped at: 0.19 0.03 0.22",NA,NA,NA,"1621283565.074100","U022H6VT3K3","questions-3-intro-nimble"
"927",NA,"1621357696.005700","U022H6VT3K3","message","I see now that you've posted the videos...I will take a look and see if I can troubleshoot...",NA,NA,NA,"1621283565.074100","U022H6VT3K3","questions-3-intro-nimble"
"928",NA,"1621359079.005900","U01ULDNCVKP","message","300 rows, look promising! Can you run the live demo with the geese example without problem?",NA,NA,NA,"1621283565.074100","U022H6VT3K3","questions-3-intro-nimble"
"929",NA,"1621359337.006200","U01ULDNCVKP","message","If you send me your code/data, I'm happy to help :wink:",NA,NA,NA,"1621283565.074100","U022H6VT3K3","questions-3-intro-nimble"
"930",NA,"1621360922.006400","U022H6VT3K3","message","I am going through the video now and will test/run the geese example next.  And yes!  I am happy to share my code/data.  Thank you!",NA,NA,NA,"1621283565.074100","U022H6VT3K3","questions-3-intro-nimble"
"931",NA,"1621162031.009200","U01ULDNCVKP","message","<@U01ULDNCVKP> has renamed the channel from “questions-take-home-messages” to “questions-9-take-home-messages”",NA,NA,NA,NA,NA,"questions-9-take-home-messages"
"932",NA,"1621350180.001400","U021RJQBBGS","message","Amazing workshop! Thank you everyone!!!!!",NA,NA,NA,NA,NA,"questions-9-take-home-messages"
"933",NA,"1621350238.001900","U020D3400HW","message","This workshop was awesome!",NA,NA,NA,NA,NA,"questions-9-take-home-messages"
"934",NA,"1621350357.004100","U022F9QE5LH","message","so many new things to digest :star-struck:",NA,NA,NA,NA,NA,"questions-9-take-home-messages"
"935",NA,"1621350363.004300","U022SQVS6GY","message","Thank you, Team - the workshop was fantastic!",NA,NA,NA,NA,NA,"questions-9-take-home-messages"
"936",NA,"1621350478.005900","U021ZJC52QM","message","Thanks a lot for this great workshop! As a 3rd year bachelor student I was afraid of being overwhelmed with information and totally lost very fast, but it was not the case at all, it allowed me to learn a lot more than I hoped. So thanks a lot!!! :smiley:",NA,NA,NA,NA,NA,"questions-9-take-home-messages"
"937",NA,"1621350509.006900","U022SQVS6GY","message","Perry, can you share the link to nimble workshop? thanks!",2,2,"1621350628.013100",NA,NA,"questions-9-take-home-messages"
"938",NA,"1621350527.007500","U021VQ6LEP8","message","the searchable list is not working...",1,1,"1621350578.010200",NA,NA,"questions-9-take-home-messages"
"939",NA,"1621350531.007700","U021GG5HHMH","message","Really outstanding workshop, so much information and resources presented/discussed/shared. A big thanks to the entire team for donating their time to educate the community!",NA,NA,NA,NA,NA,"questions-9-take-home-messages"
